index,Question,Answer
76,"An attacker inputs the following into the Search text box on an entry form:

`<script type=""text/javascript"">`
`alert(""It Worked"");`
`</script>`
The attacker then clicks the Search button and a pop-up appears stating, ""It Worked."" What can you infer from this?

A. The site is vulnerable to buffer overflow.
B. The site is vulnerable to SQL injection.
C. The site is vulnerable to parameter tampering.
D. The site is vulnerable to XSS.",D. This indicates a cross-site scripting vulnerability.
77,"SOAP is used to package and exchange information for web services. What does SOAP use to format this information?

A. XML
B. HTML
C. HTTP
D. Unicode",A. SOAP formats its information exchange in XML.
78,"A security administrator monitoring logs comes across a user login attempt that reads UserJoe) (&). What can you infer from this 1  user name login attempt?   

A. The attacker is attempting SQL injection.
B. The attacker is attempting LDAP injection.
C. The attacker is attempting SOAP injection.
D. The attacker is attempting directory traversal.",B. The) (&) indicates an LDAP injection attempt.
79,"A security administrator sets the HttpOnly flag in cookies. Which of the following is she most likely attempting to mitigate against?

A. CSRF
B. CSSP
C. XSS
D. Buffer overflow
E. SQL injection","C. Of the answers provided, XSS is the only one that makes sense. The HttpOnly flag setting prevents cookies from being accessible by a client-side script."
80,"Your organization is deploying a new web-based software package requiring application and database support. The department has agreed on a three-server approach to make the service accessible from the Internet. Of the following choices, which would be the best option for server placement?

A. A web, application, and database server on the internal network only
B. A web, application, and database server facing the Internet
C. A web server facing the Internet and an application and database server on the internal network
D. An application and database server facing the Internet, with a web server internal","C. Of the choices provided and with no other data, C is the best option. You have to have the web server available for clients to access, but your ""back-end"" processes should be internal if at all possible."
81,"Which of the following is the best choice for performing a Bluebugging attack?
A. PhoneSnoop
B. BBProxy
C. btCrawler
D. Blooover","D. Blooover is designed for Bluebugging. BBProxy and PhoneSnoop are bothBlackberry tools, and btCrawler is a discovery option."
82,"The operations staff promotes the use of mobile devices in the enterprise. The
security team disagrees, noting multiple risks involved in adding mobile devices
to the network. Which of the following actions provides some protections against
the risks the security team is concerned about?
A. Implement WPA.
B. Add MAC filtering to all WAPs.
C. Implement MDM.
D. Ensure all WAPs are from a single vendor.",C. Mobile device management won’t mitigate all the risks associated with unendinguse of mobile devices on your network—but at least it’s some measure of control.
83,"You want to gain administrative privileges over your Android device. Which of
the following tools is the best option for rooting the device?
A. Pangu
B. OneClickRoot
C. Cydia
D. evasi0n7",B. OneClickRoot is designed for rooting Android. The others are jailbreakingiOS options
84,"Which of the following jailbreaking techniques will leave the phone in a jailbrokenstate even after a reboot?
A. Tethered
B. Untethered
C. Semi-tethered
D. Rooted","B. If untethered jailbreaking has been performed, the device is in a jailbroken stateforever, with or without connection to another device."
85,"A mobile device communication session using SSL fails, and data is available forviewing by an attacker. Which OWASP Top 10 Mobile Vulnerability category hasbeen made available for exploit?
A. M3: Insecure Communication
B. M4: Insufficient Authentication
C. M5: Insufficient Cryptography
D. M10: Extraneous Functionality","A. Even though SSL refers to cryptography in communications, almost everytime you see SSL or TLS, M3 is your answer."
86,"Which of the following is an iOS jailbreaking type that cannot be patched byApple, as the failure is within the hardware itself, and provides admin-level accessafter successful completion?
A. iBoot
B. Userland
C. Untethered
D. BootROM","D. BootROM deals with hardware and provides admin privileges. The remaininganswers either don’t provide admin access, have patch availability, or, in the caseof untethered, aren’t applicable."
87,"Which IoT communication model makes use of a component adding a collective(aka a gateway device) before sending data to the cloud, which adds a measure of
security control to the application?
A. Device to device
B. Device to cloud
C. Device to gateway
D. Device to security",C. The IoT gateway provides a collective area that allows for at least some measureof security controls.
88,"Which OWASP IoT Top 10 vulnerability category deals with poorly protected
passwords?
A. I1: Weak, Guessable, or Hardcoded Passwords
B. I2: Insecure Network Services
C. I8: Lack of Device Management
D. I9: Insecure Default Settings",B. I2: Insecure Network Services is the clear answer here.
